Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"157,858,589.39",0.03,"157,858,589.39","1,638,047.00",96.37,United States,NASDAQ,USD,1.00,--
AMCR,AMCOR PLC,Materials,Equity,"157,697,271.55",0.03,"157,697,271.55","15,536,677.00",10.15,United States,New York Stock Exchange Inc.,USD,1.00,--
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"157,114,980.84",0.03,"157,114,980.84","7,568,159.00",20.76,United States,New York Stock Exchange Inc.,USD,1.00,--
SNA,SNAP ON INC,Industrials,Equity,"155,026,040.95",0.03,"155,026,040.95","566,885.00",273.47,United States,New York Stock Exchange Inc.,USD,1.00,--
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"154,434,598.92",0.03,"154,434,598.92","3,925,638.00",39.34,United States,New York Stock Exchange Inc.,USD,1.00,--
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"153,956,296.48",0.03,"153,956,296.48","2,757,097.00",55.84,United States,NASDAQ,USD,1.00,--
PNR,PENTAIR,Industrials,Equity,"153,741,396.77",0.03,"153,741,396.77","1,785,407.00",86.11,United States,New York Stock Exchange Inc.,USD,1.00,--
L,LOEWS CORP,Financials,Equity,"153,336,070.15",0.03,"153,336,070.15","1,958,065.00",78.31,United States,New York Stock Exchange Inc.,USD,1.00,--
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"151,718,731.99",0.03,"151,718,731.99","5,137,783.00",29.53,United States,New York Stock Exchange Inc.,USD,1.00,--
VTRS,VIATRIS INC,Health Care,Equity,"150,575,498.64",0.03,"150,575,498.64","12,804,039.00",11.76,United States,NASDAQ,USD,1.00,--
NI,NISOURCE INC,Utilities,Equity,"149,833,665.24",0.03,"149,833,665.24","4,820,903.00",31.08,United States,New York Stock Exchange Inc.,USD,1.00,--
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"149,795,749.06",0.03,"149,795,749.06","877,127.00",170.78,United States,NASDAQ,USD,1.00,--
RVTY,REVVITY INC,Health Care,Equity,"149,585,721.57",0.03,"149,585,721.57","1,325,997.00",112.81,United States,New York Stock Exchange Inc.,USD,1.00,--
GEN,GEN DIGITAL INC,Information Technology,Equity,"149,376,460.06",0.03,"149,376,460.06","5,925,286.00",25.21,United States,NASDAQ,USD,1.00,--
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"148,841,709.22",0.03,"148,841,709.22","7,176,553.00",20.74,United States,New York Stock Exchange Inc.,USD,1.00,--
POOL,POOL CORP,Consumer Discretionary,Equity,"148,377,346.32",0.03,"148,377,346.32","412,228.00",359.94,United States,NASDAQ,USD,1.00,--
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"148,226,258.05",0.03,"148,226,258.05","1,654,865.00",89.57,United States,New York Stock Exchange Inc.,USD,1.00,--
CE,CELANESE CORP,Materials,Equity,"147,933,866.20",0.03,"147,933,866.20","1,080,598.00",136.90,United States,New York Stock Exchange Inc.,USD,1.00,--
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"144,492,138.12",0.03,"144,492,138.12","1,965,612.00",73.51,United States,New York Stock Exchange Inc.,USD,1.00,--
PODD,INSULET CORP,Health Care,Equity,"143,784,559.36",0.03,"143,784,559.36","753,272.00",190.88,United States,NASDAQ,USD,1.00,--
TRMB,TRIMBLE INC,Information Technology,Equity,"143,641,324.80",0.03,"143,641,324.80","2,625,984.00",54.70,United States,NASDAQ,USD,1.00,--
JBL,JABIL INC,Information Technology,Equity,"143,113,908.15",0.03,"143,113,908.15","1,296,909.00",110.35,United States,New York Stock Exchange Inc.,USD,1.00,--
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"141,263,610.42",0.03,"141,263,610.42","1,531,811.00",92.22,United States,New York Stock Exchange Inc.,USD,1.00,--
ROL,ROLLINS INC,Industrials,Equity,"141,021,934.19",0.03,"141,021,934.19","3,017,803.00",46.73,United States,New York Stock Exchange Inc.,USD,1.00,--
NDSN,NORDSON CORP,Industrials,Equity,"140,519,688.00",0.03,"140,519,688.00","584,160.00",240.55,United States,NASDAQ,USD,1.00,--
EVRG,EVERGY INC,Utilities,Equity,"139,122,200.43",0.03,"139,122,200.43","2,469,771.00",56.33,United States,NASDAQ,USD,1.00,--
KMX,CARMAX INC,Consumer Discretionary,Equity,"138,441,237.20",0.03,"138,441,237.20","1,697,624.00",81.55,United States,New York Stock Exchange Inc.,USD,1.00,--
TECH,BIO TECHNE CORP,Health Care,Equity,"133,318,508.85",0.03,"133,318,508.85","1,694,655.00",78.67,United States,NASDAQ,USD,1.00,--
UDR,UDR REIT INC,Real Estate,Equity,"132,495,580.07",0.03,"132,495,580.07","3,257,821.00",40.67,United States,New York Stock Exchange Inc.,USD,1.00,--
SJM,JM SMUCKER,Consumer Staples,Equity,"132,403,221.02",0.03,"132,403,221.02","1,140,817.00",116.06,United States,New York Stock Exchange Inc.,USD,1.00,--
AES,AES CORP,Utilities,Equity,"131,674,537.41",0.03,"131,674,537.41","7,642,167.00",17.23,United States,New York Stock Exchange Inc.,USD,1.00,--
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"131,582,056.05",0.03,"131,582,056.05","641,895.00",204.99,United States,New York Stock Exchange Inc.,USD,1.00,--
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"131,116,407.44",0.03,"131,116,407.44","782,878.00",167.48,United States,NASDAQ,USD,1.00,--
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"131,013,603.72",0.03,"131,013,603.72","3,494,628.00",37.49,United States,New York Stock Exchange Inc.,USD,1.00,--
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"130,358,216.25",0.03,"130,358,216.25","7,583,375.00",17.19,United States,NASDAQ,USD,1.00,--
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"129,103,940.66",0.03,"129,103,940.66","623,269.00",207.14,United States,New York Stock Exchange Inc.,USD,1.00,--
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"127,111,843.71",0.03,"127,111,843.71","1,146,081.00",110.91,United States,New York Stock Exchange Inc.,USD,1.00,--
ALLE,ALLEGION PLC,Industrials,Equity,"125,450,944.96",0.03,"125,450,944.96","944,092.00",132.88,United States,New York Stock Exchange Inc.,USD,1.00,--
QRVO,QORVO INC,Information Technology,Equity,"123,090,694.84",0.03,"123,090,694.84","1,037,252.00",118.67,United States,NASDAQ,USD,1.00,--
EMN,EASTMAN CHEMICAL,Materials,Equity,"122,894,922.48",0.03,"122,894,922.48","1,265,132.00",97.14,United States,New York Stock Exchange Inc.,USD,1.00,--
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"122,891,390.59",0.03,"122,891,390.59","554,039.00",221.81,United States,New York Stock Exchange Inc.,USD,1.00,--
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"122,817,532.92",0.03,"122,817,532.92","4,058,742.00",30.26,United States,New York Stock Exchange Inc.,USD,1.00,--
APA,APA CORP,Energy,Equity,"121,450,386.80",0.02,"121,450,386.80","3,882,685.00",31.28,United States,NASDAQ,USD,1.00,--
INCY,INCYTE CORP,Health Care,Equity,"117,340,823.92",0.02,"117,340,823.92","1,711,256.00",68.57,United States,NASDAQ,USD,1.00,--
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"116,612,022.55",0.02,"116,612,022.55","425,669.00",273.95,United States,New York Stock Exchange Inc.,USD,1.00,--
ALB,ALBEMARLE CORP,Materials,Equity,"115,009,622.00",0.02,"115,009,622.00","1,263,842.00",91.00,United States,New York Stock Exchange Inc.,USD,1.00,--
CTLT,CATALENT INC,Health Care,Equity,"113,679,521.90",0.02,"113,679,521.90","1,944,902.00",58.45,United States,New York Stock Exchange Inc.,USD,1.00,--
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"113,406,585.44",0.02,"113,406,585.44","1,767,559.00",64.16,United States,NASDAQ,USD,1.00,--
TFX,TELEFLEX INC,Health Care,Equity,"112,707,426.77",0.02,"112,707,426.77","506,573.00",222.49,United States,New York Stock Exchange Inc.,USD,1.00,--
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"112,591,867.16",0.02,"112,591,867.16","1,259,276.00",89.41,United States,NASDAQ,USD,1.00,--
LKQ,LKQ CORP,Consumer Discretionary,Equity,"112,029,119.55",0.02,"112,029,119.55","2,876,229.00",38.95,United States,NASDAQ,USD,1.00,--
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"111,822,400.48",0.02,"111,822,400.48","2,698,417.00",41.44,United States,New York Stock Exchange Inc.,USD,1.00,--
NWSA,NEWS CORP CLASS A,Communication,Equity,"110,988,738.45",0.02,"110,988,738.45","4,087,983.00",27.15,United States,NASDAQ,USD,1.00,--
FFIV,F5 INC,Information Technology,Equity,"109,823,593.23",0.02,"109,823,593.23","632,151.00",173.73,United States,NASDAQ,USD,1.00,--
AOS,A O SMITH CORP,Industrials,Equity,"106,742,369.30",0.02,"106,742,369.30","1,298,885.00",82.18,United States,New York Stock Exchange Inc.,USD,1.00,--
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"105,605,104.88",0.02,"105,605,104.88","1,955,288.00",54.01,United States,New York Stock Exchange Inc.,USD,1.00,--
BXP,BXP INC,Real Estate,Equity,"105,367,118.70",0.02,"105,367,118.70","1,551,570.00",67.91,United States,New York Stock Exchange Inc.,USD,1.00,--
PNW,PINNACLE WEST CORP,Utilities,Equity,"102,087,045.97",0.02,"102,087,045.97","1,221,283.00",83.59,United States,New York Stock Exchange Inc.,USD,1.00,--
MOS,MOSAIC,Materials,Equity,"101,261,151.60",0.02,"101,261,151.60","3,456,012.00",29.30,United States,New York Stock Exchange Inc.,USD,1.00,--
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"99,580,323.42",0.02,"99,580,323.42","651,789.00",152.78,United States,New York Stock Exchange Inc.,USD,1.00,--
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"99,294,345.44",0.02,"99,294,345.44","3,118,541.00",31.84,United States,New York Stock Exchange Inc.,USD,1.00,--
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"97,972,731.35",0.02,"97,972,731.35","2,470,939.00",39.65,United States,New York Stock Exchange Inc.,USD,1.00,--
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"97,927,632.53",0.02,"97,927,632.53","2,116,439.00",46.27,United States,New York Stock Exchange Inc.,USD,1.00,--
HSIC,HENRY SCHEIN INC,Health Care,Equity,"97,817,178.24",0.02,"97,817,178.24","1,376,931.00",71.04,United States,NASDAQ,USD,1.00,--
MTCH,MATCH GROUP INC,Communication,Equity,"94,989,398.00",0.02,"94,989,398.00","2,856,824.00",33.25,United States,NASDAQ,USD,1.00,--
AIZ,ASSURANT INC,Financials,Equity,"94,691,933.22",0.02,"94,691,933.22","558,358.00",169.59,United States,New York Stock Exchange Inc.,USD,1.00,--
FOXA,FOX CORP CLASS A,Communication,Equity,"92,148,680.14",0.02,"92,148,680.14","2,485,802.00",37.07,United States,NASDAQ,USD,1.00,--
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"90,167,861.88",0.02,"90,167,861.88","408,258.00",220.86,United States,NASDAQ,USD,1.00,--
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"88,561,358.47",0.02,"88,561,358.47","7,694,297.00",11.51,United States,NASDAQ,USD,1.00,--
DAY,DAYFORCE INC,Industrials,Equity,"87,955,571.20",0.02,"87,955,571.20","1,697,984.00",51.80,United States,New York Stock Exchange Inc.,USD,1.00,--
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"86,767,952.74",0.02,"86,767,952.74","1,925,182.00",45.07,United States,New York Stock Exchange Inc.,USD,1.00,--
HAS,HASBRO INC,Consumer Discretionary,Equity,"86,575,311.92",0.02,"86,575,311.92","1,407,271.00",61.52,United States,NASDAQ,USD,1.00,--
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"85,936,847.88",0.02,"85,936,847.88","802,698.00",107.06,United States,New York Stock Exchange Inc.,USD,1.00,--
SOLV,SOLVENTUM CORP,Health Care,Equity,"85,461,577.35",0.02,"85,461,577.35","1,484,997.00",57.55,United States,New York Stock Exchange Inc.,USD,1.00,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"84,705,402.24",0.02,"84,705,402.24","4,613,584.00",18.36,United States,New York Stock Exchange Inc.,USD,1.00,--
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"84,282,055.13",0.02,"84,282,055.13","517,417.00",162.89,United States,New York Stock Exchange Inc.,USD,1.00,--
IVZ,INVESCO LTD,Financials,Equity,"82,598,935.64",0.02,"82,598,935.64","4,827,524.00",17.11,United States,New York Stock Exchange Inc.,USD,1.00,--
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"82,274,223.51",0.02,"82,274,223.51","1,552,051.00",53.01,United States,New York Stock Exchange Inc.,USD,1.00,--
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"81,758,478.12",0.02,"81,758,478.12","1,015,381.00",80.52,United States,NASDAQ,USD,1.00,--
GL,GLOBE LIFE INC,Financials,Equity,"80,433,271.64",0.02,"80,433,271.64","902,933.00",89.08,United States,New York Stock Exchange Inc.,USD,1.00,--
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"79,682,453.85",0.02,"79,682,453.85","2,405,145.00",33.13,United States,New York Stock Exchange Inc.,USD,1.00,--
DVA,DAVITA INC,Health Care,Equity,"79,298,542.50",0.02,"79,298,542.50","556,481.00",142.50,United States,New York Stock Exchange Inc.,USD,1.00,--
FMC,FMC CORP,Materials,Equity,"79,012,075.94",0.02,"79,012,075.94","1,340,551.00",58.94,United States,New York Stock Exchange Inc.,USD,1.00,--
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"78,846,728.04",0.02,"78,846,728.04","2,450,178.00",32.18,United States,New York Stock Exchange Inc.,USD,1.00,--
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"77,382,359.25",0.02,"77,382,359.25","2,327,289.00",33.25,United States,NASDAQ,USD,1.00,--
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"76,684,099.00",0.02,"76,684,099.00","570,142.00",134.50,United States,New York Stock Exchange Inc.,USD,1.00,--
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"76,340,864.76",0.02,"76,340,864.76","3,229,309.00",23.64,United States,New York Stock Exchange Inc.,USD,1.00,--
ETSY,ETSY INC,Consumer Discretionary,Equity,"75,994,532.09",0.02,"75,994,532.09","1,257,563.00",60.43,United States,NASDAQ,USD,1.00,--
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"74,793,971.00",0.02,"74,793,971.00","7,056,035.00",10.60,United States,NASDAQ,USD,1.00,--
SGAFT,CASH COLLATERAL USD SGAFT,Cash and/or Derivatives,Cash Collateral and Margins,"69,971,080.00",0.01,"69,971,080.00","69,971,080.00",100.00,United States,--,USD,1.00,"Sep 01, 2016"
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"69,118,987.19",0.01,"69,118,987.19","219,307.00",315.17,United States,New York Stock Exchange Inc.,USD,1.00,--
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"67,634,647.64",0.01,"67,634,647.64","419,726.00",161.14,United States,New York Stock Exchange Inc.,USD,1.00,--
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"60,922,070.52",0.01,"60,922,070.52","5,316,062.00",11.46,United States,NASDAQ,USD,1.00,--
FOX,FOX CORP CLASS B,Communication,Equity,"48,802,286.46",0.01,"48,802,286.46","1,416,201.00",34.46,United States,NASDAQ,USD,1.00,--
NWS,NEWS CORP CLASS B,Communication,Equity,"34,535,965.87",0.01,"34,535,965.87","1,232,987.00",28.01,United States,NASDAQ,USD,1.00,--
ESU4,S&P500 EMINI SEP 24,Cash and/or Derivatives,Futures,0.00,0.00,"1,311,613,312.50","4,821.00","5,441.25",--,Index And Options Market,USD,1.00,--
